Instance,Runtime,Dual_Bound,Primal_Bound,Lambdas,Optimal_Lambda,Optimal_Value
11,0.014999866485595703,"[0.9904346064129305, 0.9882688369200393, 0.9872910416315882, 0.9868180983414615, 0.9865899749957558, 0.9864774889477338, 0.9864222766453806, 0.986394670494204]","[0.9856429578199318, 0.9862749486289198, 0.986326915794937, 0.9863568598995096, 0.9863623567789428, 0.9863670643430276, 0.9863670643430276, 0.9863670643430276]","[9.99977288155368e-05, 4.99988644077684e-05, 2.49994322038842e-05, 1.24997161019421e-05, 6.24985805097105e-06, 3.124929025485525e-06, 1.5624645127427624e-06, 7.812322563713812e-07]",7.812322563713812e-07,0.9863670643430276
12,0.01699995994567871,"[0.9896660809801705, 0.9866559975132081, 0.9853870634075877, 0.9848251422769176, 0.98454933769822, 0.9844115515713824, 0.9843426585079633, 0.9843082119762542]","[0.9832875623368695, 0.9839081383821274, 0.9842476065127372, 0.9842659947385123, 0.9842737654445446, 0.9842737654445446, 0.9842737654445446, 0.9842737654445446]","[9.99467389389994e-05, 4.99733694694997e-05, 2.498668473474985e-05, 1.2493342367374924e-05, 6.246671183687462e-06, 3.123335591843731e-06, 1.5616677959218655e-06, 7.808338979609328e-07]",7.808338979609328e-07,0.9842737654445446
13,0.0,"[0.9898213590569539, 0.9875475799033018, 0.9865374006034269, 0.9860657402747695, 0.9858349919557533, 0.9857196513661722, 0.9856624302255642, 0.9856338196552604]","[0.9845900401108295, 0.9854724255396144, 0.9855854012302125, 0.9856042436367358, 0.9856042436367358, 0.9856052090849565, 0.9856052090849565, 0.9856052090849565]","[9.998629634319513e-05, 4.9993148171597564e-05, 2.4996574085798782e-05, 1.2498287042899391e-05, 6.2491435214496955e-06, 3.1245717607248478e-06, 1.5622858803624239e-06, 7.811429401812119e-07]",7.811429401812119e-07,0.9856052090849565
14,0.011999845504760742,"[0.9874113304899061, 0.9846700198094334, 0.9834966860756561, 0.9829542654117217, 0.9826936317568368, 0.9825644052843019, 0.982500630688019, 0.9824687778254158]","[0.9813582270641897, 0.9822492341979104, 0.9823587394704094, 0.9824260378109007, 0.9824351788117666, 0.9824351788117666, 0.9824369249628128, 0.9824369249628128]","[9.994332556113632e-05, 4.997166278056816e-05, 2.498583139028408e-05, 1.249291569514204e-05, 6.24645784757102e-06, 3.12322892378551e-06, 1.561614461892755e-06, 7.808072309463775e-07]",7.808072309463775e-07,0.9824369249628128
15,0.015000104904174805,"[0.9872066436843283, 0.9846560846179135, 0.9835591944367953, 0.9830288507087878, 0.9827664601512641, 0.9826396472560791, 0.9825771676038879, 0.9825459277777919]","[0.9810739621296203, 0.9823314207196467, 0.9824985069807801, 0.9824985069807801, 0.9825125080108811, 0.9825146879516962, 0.9825146879516962, 0.9825146879516962]","[9.996550678430384e-05, 4.998275339215192e-05, 2.499137669607596e-05, 1.249568834803798e-05, 6.24784417401899e-06, 3.123922087009495e-06, 1.5619610435047474e-06, 7.809805217523737e-07]",7.809805217523737e-07,0.9825146879516962
16,0.01699995994567871,"[0.9892858201971865, 0.9869649750704629, 0.98598280481672, 0.9855027116197982, 0.9852666308938605, 0.9851489848879238, 0.9850906364766782, 0.9850614622710553]","[0.9839227789187367, 0.9849749005370831, 0.9850102244954065, 0.9850305501679226, 0.9850305501679226, 0.9850322880654322, 0.9850322880654322, 0.9850322880654322]","[9.99913563919907e-05, 4.999567819599535e-05, 2.4997839097997677e-05, 1.2498919548998838e-05, 6.249459774499419e-06, 3.1247298872497096e-06, 1.5623649436248548e-06, 7.811824718124274e-07]",7.811824718124274e-07,0.9850322880654322
17,0.015999794006347656,"[0.9888554625338245, 0.9863664050756183, 0.9852630807439933, 0.9847511039605943, 0.9844971165474844, 0.984371885329337, 0.9843098480864929, 0.984278851363902]","[0.9835239552604158, 0.9840689792123727, 0.9842105591871252, 0.984242610006449, 0.9842466541111884, 0.9842466541111884, 0.9842478546413119, 0.9842478546413119]","[9.996470074697582e-05, 4.998235037348791e-05, 2.4991175186743955e-05, 1.2495587593371978e-05, 6.247793796685989e-06, 3.1238968983429944e-06, 1.5619484491714972e-06, 7.809742245857486e-07]",7.809742245857486e-07,0.9842478546413119
18,0.0,"[0.9885312568715697, 0.9859272577053965, 0.9848137449236581, 0.9842900019611369, 0.9840386821641418, 0.9839149243957686, 0.9838530455115824, 0.9838221060694887]","[0.9828618289498174, 0.98358037147853, 0.9837482222764657, 0.9837749850966826, 0.9837911666273955, 0.9837911666273955, 0.9837911666273955, 0.9837911666273955]","[9.995562956738725e-05, 4.9977814783693625e-05, 2.4988907391846813e-05, 1.2494453695923406e-05, 6.247226847961703e-06, 3.1236134239808516e-06, 1.5618067119904258e-06, 7.809033559952129e-07]",7.809033559952129e-07,0.9837911666273955
19,0.0,"[0.9900414019191002, 0.9876936657005462, 0.9866502641455094, 0.9861482734655533, 0.9859054392380112, 0.9857844740872368, 0.9857239915118494, 0.9856937502241556]","[0.9848968581055763, 0.9855719017892763, 0.9856305635413621, 0.9856581418504746, 0.9856635089364623, 0.9856635089364623, 0.9856635089364623, 0.9856635089364623]","[9.999035768852386e-05, 4.999517884426193e-05, 2.4997589422130964e-05, 1.2498794711065482e-05, 6.249397355532741e-06, 3.1246986777663705e-06, 1.5623493388831853e-06, 7.811746694415926e-07]",7.811746694415926e-07,0.9856635089364623
20,0.015000104904174805,"[0.9904537775931419, 0.9880439213404132, 0.9869465332545645, 0.9864246488850891, 0.9861751600242464, 0.9860538540751664, 0.9859940243592649, 0.9859641142606388]","[0.9851518730080219, 0.9857446115199407, 0.9858720719974333, 0.9859147033072299, 0.9859292624668959, 0.9859326476149598, 0.9859342041620118, 0.9859342041620118]","[9.999306986038433e-05, 4.999653493019216e-05, 2.499826746509608e-05, 1.249913373254804e-05, 6.24956686627402e-06, 3.12478343313701e-06, 1.562391716568505e-06, 7.811958582842525e-07]",7.811958582842525e-07,0.9859342041620118
21,0.016000032424926758,"[0.9885223985644025, 0.9859096834762172, 0.984770454677717, 0.9842433460582564, 0.9839826476493014, 0.9838524762732066, 0.9837873905851592, 0.9837548477411356]","[0.9829483758766041, 0.9835179166798367, 0.9836928084134088, 0.9837177935285366, 0.9837223048971119, 0.9837223048971119, 0.9837223048971119, 0.9837223048971119]","[9.992805745342857e-05, 4.996402872671428e-05, 2.498201436335714e-05, 1.249100718167857e-05, 6.245503590839285e-06, 3.1227517954196427e-06, 1.5613758977098214e-06, 7.806879488549107e-07]",7.806879488549107e-07,0.9837223048971119
22,0.0,"[0.9891792719718298, 0.9865367193315451, 0.9853877565892214, 0.9848569976898733, 0.9845954259647683, 0.9844661992886107, 0.9844029478236268, 0.9843714871940279]","[0.9828335972949783, 0.9841553947771643, 0.9843139509823683, 0.9843326077135873, 0.9843368181699099, 0.9843389685694256, 0.9843400265644291, 0.9843400265644291]","[9.997696841841858e-05, 4.998848420920929e-05, 2.4994242104604646e-05, 1.2497121052302323e-05, 6.2485605261511614e-06, 3.1242802630755807e-06, 1.5621401315377904e-06, 7.810700657688952e-07]",7.810700657688952e-07,0.9843400265644291
23,0.015999794006347656,"[0.9888335114943342, 0.9861188615146474, 0.9850234099174031, 0.984506174711242, 0.9842522252687763, 0.9841274033966783, 0.9840653107208065, 0.9840342643828703]","[0.9830004182363568, 0.9838310428048607, 0.9839679682745761, 0.9839968120839325, 0.9840000782947392, 0.9840032180449347, 0.9840032180449347, 0.9840032180449347]","[9.994680828783577e-05, 4.997340414391789e-05, 2.4986702071958943e-05, 1.2493351035979472e-05, 6.246675517989736e-06, 3.123337758994868e-06, 1.561668879497434e-06, 7.80834439748717e-07]",7.80834439748717e-07,0.9840032180449347
24,0.0009999275207519531,"[0.9886560455921177, 0.9865241579302668, 0.9856384016485177, 0.9852239058253865, 0.9850209000442386, 0.9849217258710162, 0.9848722479337982, 0.9848475089651897]","[0.9838742619480233, 0.9846143945600538, 0.9847800430217104, 0.9848164240428029, 0.9848204580932894, 0.9848227699965807, 0.9848227699965807, 0.9848227699965807]","[9.992818133278601e-05, 4.9964090666393004e-05, 2.4982045333196502e-05, 1.2491022666598251e-05, 6.2455113332991255e-06, 3.1227556666495628e-06, 1.5613778333247814e-06, 7.806889166623907e-07]",7.806889166623907e-07,0.9848227699965807
25,0.002000093460083008,"[0.988027501446326, 0.9855578188620513, 0.9845579821854085, 0.9840916603160595, 0.9838633814976256, 0.9837502154099461, 0.9836936323661062, 0.9836653408441867]","[0.982718769481855, 0.9834236437609897, 0.9836193642059613, 0.9836304043873578, 0.9836370493222667, 0.9836370493222667, 0.9836370493222667, 0.9836370493222667]","[9.989870346159075e-05, 4.9949351730795374e-05, 2.4974675865397687e-05, 1.2487337932698843e-05, 6.243668966349422e-06, 3.121834483174711e-06, 1.5609172415873554e-06, 7.804586207936777e-07]",7.804586207936777e-07,0.9836370493222667
26,0.0,"[0.989510012916105, 0.9874439888289962, 0.9864884123351298, 0.9860258814074312, 0.9857968013738866, 0.9856831695369517, 0.9856263536184843, 0.9855979456592509]","[0.9849621430361611, 0.985481893721869, 0.9855478487638772, 0.9855634941910315, 0.9855695377000171, 0.9855695377000171, 0.9855695377000171, 0.9855695377000171]","[9.995534422599553e-05, 4.9977672112997764e-05, 2.4988836056498882e-05, 1.2494418028249441e-05, 6.2472090141247205e-06, 3.1236045070623602e-06, 1.5618022535311801e-06, 7.809011267655901e-07]",7.809011267655901e-07,0.9855695377000171
27,0.002000093460083008,"[0.9897602698604845, 0.9870729189630598, 0.985952006179776, 0.9854267697970701, 0.9851717605969091, 0.9850459076277326, 0.9849829811431442, 0.9849515179008496]","[0.9834854308079359, 0.9847322952234605, 0.9848762550060568, 0.9849160344243979, 0.9849200546585556, 0.9849200546585556, 0.9849200546585556, 0.9849200546585556]","[9.996130367535923e-05, 4.9980651837679616e-05, 2.4990325918839808e-05, 1.2495162959419904e-05, 6.247581479709952e-06, 3.123790739854976e-06, 1.561895369927488e-06, 7.80947684963744e-07]",7.80947684963744e-07,0.9849200546585556
28,0.0,"[0.9885815861815717, 0.9860775652573085, 0.9849719601491538, 0.9844731843155519, 0.9842330013840951, 0.9841160911824377, 0.9840576360816091, 0.9840284085311953]","[0.9831332858623019, 0.9837710109729114, 0.9839576099736645, 0.9839849114216819, 0.9839991809807808, 0.9839991809807808, 0.9839991809807808, 0.9839991809807808]","[9.99857149117363e-05, 4.999285745586815e-05, 2.4996428727934074e-05, 1.2498214363967037e-05, 6.2491071819835185e-06, 3.1245535909917592e-06, 1.5622767954958796e-06, 7.811383977479398e-07]",7.811383977479398e-07,0.9839991809807808
29,0.009999990463256836,"[0.9885452440468476, 0.9861680997149791, 0.9851425484531481, 0.9846686005501725, 0.9844359867516354, 0.9843196798523671, 0.9842615264027327, 0.9842324496779153]","[0.9829339567555652, 0.9840416221067447, 0.9841869187880042, 0.9842033729530986, 0.9842033729530986, 0.9842033729530986, 0.9842033729530986, 0.9842033729530986]","[9.998985658103188e-05, 4.999492829051594e-05, 2.499746414525797e-05, 1.2498732072628984e-05, 6.249366036314492e-06, 3.124683018157246e-06, 1.562341509078623e-06, 7.811707545393115e-07]",7.811707545393115e-07,0.9842033729530986
30,0.016000032424926758,"[0.988718744957693, 0.9864509947284692, 0.9854734452592251, 0.9849972237395273, 0.9847684308034268, 0.9846550595349567, 0.9845995414898124, 0.9845719055098024]","[0.9834941644090922, 0.9844672755846013, 0.984508864477789, 0.9845396378673262, 0.9845396378673262, 0.9845436165967265, 0.9845442695297923, 0.9845442695297923]","[9.99659533216458e-05, 4.99829766608229e-05, 2.499148833041145e-05, 1.2495744165205724e-05, 6.247872082602862e-06, 3.123936041301431e-06, 1.5619680206507156e-06, 7.809840103253578e-07]",7.809840103253578e-07,0.9845442695297923
31,0.0,"[0.9895142579239455, 0.9873159717081252, 0.9863542739122368, 0.985894235159482, 0.9856646853169417, 0.985549910395672, 0.9854925229350369, 0.9854638292047194]","[0.9846406564991398, 0.9852919673105683, 0.9854268787217639, 0.9854351354744019, 0.9854351354744019, 0.9854351354744019, 0.9854351354744019, 0.9854351354744019]","[9.997462184883663e-05, 4.998731092441831e-05, 2.4993655462209157e-05, 1.2496827731104578e-05, 6.248413865552289e-06, 3.1242069327761446e-06, 1.5621034663880723e-06, 7.810517331940361e-07]",7.810517331940361e-07,0.9854351354744019
32,0.01699995994567871,"[0.9902141748824554, 0.9879965757842368, 0.9869822710133175, 0.9864928722308316, 0.9862537370364961, 0.9861375951058379, 0.9860800303220855, 0.9860514767877302]","[0.985169605612997, 0.9859295042105524, 0.9859979380247782, 0.9860108342999774, 0.9860187666660766, 0.986022364291059, 0.9860229232533742, 0.9860229232533742]","[9.996926068251712e-05, 4.998463034125856e-05, 2.499231517062928e-05, 1.249615758531464e-05, 6.24807879265732e-06, 3.12403939632866e-06, 1.56201969816433e-06, 7.81009849082165e-07]",7.81009849082165e-07,0.9860229232533742
33,0.014999866485595703,"[0.9887312161804285, 0.9866424277939154, 0.9856543285387684, 0.9851817388649345, 0.9849503027719603, 0.9848357272158621, 0.9847790001194879, 0.984751109755824]","[0.9840381618615974, 0.9846330113430697, 0.9846881377752882, 0.9847173940117502, 0.9847206683330927, 0.9847222730231132, 0.9847222730231132, 0.9847232732555515]","[9.991391223831022e-05, 4.995695611915511e-05, 2.4978478059577554e-05, 1.2489239029788777e-05, 6.244619514894389e-06, 3.1223097574471943e-06, 1.5611548787235972e-06, 7.805774393617986e-07]",7.805774393617986e-07,0.9847232732555515
34,0.0009999275207519531,"[0.9891779474461598, 0.9869122125504691, 0.9858881084905459, 0.9853862752571872, 0.9851400391964549, 0.9850189089351689, 0.9849593240783953, 0.9849300381397152]","[0.9842685338611498, 0.9848065432788888, 0.984876381856699, 0.9848918856410019, 0.9848949148350631, 0.9848984357544494, 0.9849000896941303, 0.9849008762027802]","[9.99449457608917e-05, 4.997247288044585e-05, 2.4986236440222924e-05, 1.2493118220111462e-05, 6.246559110055731e-06, 3.1232795550278656e-06, 1.5616397775139328e-06, 7.808198887569664e-07]",7.808198887569664e-07,0.9849008762027802
35,0.0,"[0.9885054790067317, 0.9860741849381537, 0.9850524648198272, 0.9845679296591846, 0.9843271764608648, 0.9842067998617059, 0.9841466115621262, 0.9841165174123362]","[0.9829117019719742, 0.9839758019381055, 0.9840629308810075, 0.984086423262546, 0.984086423262546, 0.984086423262546, 0.984086423262546, 0.984086423262546]","[9.997667522540355e-05, 4.9988337612701775e-05, 2.4994168806350888e-05, 1.2497084403175444e-05, 6.248542201587722e-06, 3.124271100793861e-06, 1.5621355503969305e-06, 7.810677751984652e-07]",7.810677751984652e-07,0.984086423262546
36,0.016000032424926758,"[0.9884339157104782, 0.9861465554942054, 0.9851887861406929, 0.9847181631836539, 0.9844856128173379, 0.98436933763418, 0.9843112000426012, 0.9842821312468115]","[0.9831613001966437, 0.9842171909066842, 0.9842456017125067, 0.9842530624510221, 0.9842530624510221, 0.9842530624510221, 0.9842530624510221, 0.9842530624510221]","[9.997071194109785e-05, 4.9985355970548926e-05, 2.4992677985274463e-05, 1.2496338992637231e-05, 6.248169496318616e-06, 3.124084748159308e-06, 1.562042374079654e-06, 7.81021187039827e-07]",7.81021187039827e-07,0.9842530624510221
37,0.014999866485595703,"[0.9899713754867687, 0.987737101037093, 0.9867485991601872, 0.9862704356193587, 0.9860375092724621, 0.9859210460990129, 0.9858628145122889, 0.9858336987189267]","[0.9850136189680166, 0.9856587255217807, 0.9857756533107481, 0.9858045829255646, 0.9858045829255646, 0.9858045829255646, 0.9858045829255646, 0.9858045829255646]","[9.998499539489913e-05, 4.999249769744956e-05, 2.499624884872478e-05, 1.249812442436239e-05, 6.249062212181195e-06, 3.1245311060905977e-06, 1.5622655530452988e-06, 7.811327765226494e-07]",7.811327765226494e-07,0.9858045829255646
38,0.016000032424926758,"[0.9879671393537894, 0.9855790055199943, 0.9845277045317322, 0.9840232852575042, 0.9837820286147354, 0.9836635560004865, 0.983604319693362, 0.9835747015397996]","[0.9825727893860308, 0.9833639405033412, 0.9834905650290032, 0.983526450887527, 0.9835450833862374, 0.9835450833862374, 0.9835450833862374, 0.9835450833862374]","[9.992907401971962e-05, 4.996453700985981e-05, 2.4982268504929905e-05, 1.2491134252464952e-05, 6.245567126232476e-06, 3.122783563116238e-06, 1.561391781558119e-06, 7.806958907790595e-07]",7.806958907790595e-07,0.9835450833862374
39,0.014999866485595703,"[0.9897990241764273, 0.9875308934748972, 0.986489449664108, 0.9859970758905987, 0.9857538510328528, 0.9856365426277426, 0.9855783187233332, 0.9855492067711283]","[0.9850893059252513, 0.9853778259415947, 0.9855047021170898, 0.9855047021170898, 0.9855132739656053, 0.9855200948189233, 0.9855200948189233, 0.9855200948189233]","[9.994642068752641e-05, 4.9973210343763204e-05, 2.4986605171881602e-05, 1.2493302585940801e-05, 6.2466512929704005e-06, 3.1233256464852003e-06, 1.5616628232426001e-06, 7.808314116213001e-07]",7.808314116213001e-07,0.9855200948189233
40,0.0,"[0.9893476253465148, 0.9870565558501948, 0.9860668539213254, 0.9855865915042599, 0.9853534522475035, 0.9852375101669513, 0.9851795391266749, 0.9851505536065369]","[0.984168465717369, 0.9849920527180644, 0.9850992162359993, 0.9851170613971089, 0.985121568086399, 0.985121568086399, 0.985121568086399, 0.985121568086399]","[9.999237283991817e-05, 4.999618641995909e-05, 2.4998093209979543e-05, 1.2499046604989772e-05, 6.249523302494886e-06, 3.124761651247443e-06, 1.5623808256237215e-06, 7.811904128118607e-07]",7.811904128118607e-07,0.985121568086399
41,0.019999980926513672,"[0.9892291635766289, 0.9868003790335933, 0.985764117225016, 0.9852718968892544, 0.9850294408992597, 0.9849117586674483, 0.9848533077000872, 0.9848240822164073]","[0.983865176266774, 0.9846691698536413, 0.9847483248798289, 0.9847869849092649, 0.9847869849092649, 0.9847948567327268, 0.9847948567327268, 0.9847948567327268]","[9.998659443954474e-05, 4.999329721977237e-05, 2.4996648609886184e-05, 1.2498324304943092e-05, 6.249162152471546e-06, 3.124581076235773e-06, 1.5622905381178865e-06, 7.811452690589432e-07]",7.811452690589432e-07,0.9847948567327268
42,0.01900005340576172,"[0.9890741088657509, 0.9866629729739655, 0.9856139668560185, 0.9851187657502785, 0.9848796017124104, 0.9847629522905698, 0.9847057692288752, 0.9846773950280043]","[0.9836672590248249, 0.9844936678519416, 0.9846135762714274, 0.9846333079614604, 0.9846432951561958, 0.9846473884917397, 0.9846490208271342, 0.9846490208271342]","[9.997383464784246e-05, 4.998691732392123e-05, 2.4993458661960614e-05, 1.2496729330980307e-05, 6.248364665490154e-06, 3.124182332745077e-06, 1.5620911663725384e-06, 7.810455831862692e-07]",7.810455831862692e-07,0.9846490208271342
43,0.021000146865844727,"[0.9885282126629436, 0.9862532407906905, 0.9852357018961506, 0.9847500596747379, 0.9845153023649924, 0.9844039728852747, 0.9843498076829328, 0.9843228386723454]","[0.9833303002272444, 0.9842103331528311, 0.9842282583250257, 0.9842721019601901, 0.9842904244541154, 0.9842950437147561, 0.984295869661758, 0.984295869661758]","[9.991454358849683e-05, 4.995727179424841e-05, 2.4978635897124206e-05, 1.2489317948562103e-05, 6.244658974281052e-06, 3.122329487140526e-06, 1.561164743570263e-06, 7.805823717851315e-07]",7.805823717851315e-07,0.984295869661758
44,0.0,"[0.9889822201284447, 0.9864284658399767, 0.9853711512589411, 0.9848727629858551, 0.9846298546672011, 0.9845104335952916, 0.9844507230593375, 0.9844208677913602]","[0.9831357829475512, 0.9841480814846525, 0.9843610940291159, 0.9843769917166612, 0.9843910125233827, 0.9843910125233827, 0.9843910125233827, 0.9843910125233827]","[9.999231415169984e-05, 4.999615707584992e-05, 2.499807853792496e-05, 1.249903926896248e-05, 6.24951963448124e-06, 3.12475981724062e-06, 1.56237990862031e-06, 7.81189954310155e-07]",7.81189954310155e-07,0.9843910125233827
45,0.01699995994567871,"[0.9904869446630298, 0.9881787815263925, 0.9871266255793402, 0.9866429581760356, 0.9864112667990519, 0.9862972070860616, 0.9862404559680172, 0.9862121310179893]","[0.9854885599508516, 0.9860058399853993, 0.9861390340520116, 0.9861773343383495, 0.9861811255853633, 0.9861837048499722, 0.9861837048499722, 0.9861842648668168]","[9.999533808389792e-05, 4.999766904194896e-05, 2.499883452097448e-05, 1.249941726048724e-05, 6.24970863024362e-06, 3.12485431512181e-06, 1.562427157560905e-06, 7.812135787804525e-07]",7.812135787804525e-07,0.9861842648668168
46,0.015000104904174805,"[0.9906019965080235, 0.9883520513366263, 0.9873686781832247, 0.9868945113194317, 0.9866574278875352, 0.9865396048472236, 0.9864809741940764, 0.9864516588675036]","[0.98588259296258, 0.9863018214515583, 0.9864203444556389, 0.9864203444556389, 0.9864203444556389, 0.9864223435409297, 0.9864223435409297, 0.9864223435409297]","[9.999772153399374e-05, 4.999886076699687e-05, 2.4999430383498435e-05, 1.2499715191749217e-05, 6.249857595874609e-06, 3.1249287979373043e-06, 1.5624643989686522e-06, 7.812321994843261e-07]",7.812321994843261e-07,0.9864223435409297
47,0.016000032424926758,"[0.9899355639406887, 0.987256909961728, 0.9860537900566597, 0.9854804472252596, 0.9851988756310107, 0.9850606734987789, 0.9849918533937397, 0.98495744334122]","[0.9841876798465393, 0.984749320907009, 0.9848979872786878, 0.984912261439591, 0.9849207162453324, 0.9849230332887006, 0.9849230332887006, 0.9849230332887006]","[9.991033224416218e-05, 4.995516612208109e-05, 2.4977583061040545e-05, 1.2488791530520272e-05, 6.244395765260136e-06, 3.122197882630068e-06, 1.561098941315034e-06, 7.80549470657517e-07]",7.80549470657517e-07,0.9849230332887006
