Instance,Runtime,Optimal_Value,Dual_Bound,Primal_Bound
11,0.0,3.8005354685641894e-07,"[0.7728510784794496, 0.7336794671052582, 0.7157964768619682, 0.7068549817403232, 0.7023842341795007, 0.7001488603990894, 0.6990311735088838, 0.698472330063781, 0.6981929083412296, 0.6980531974799538, 0.697983342049316, 0.6979484143339971, 0.6979309504763376, 0.6979222185475078, 0.6979178525830929]","[0.6238934175515554, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782]"
12,0.0,3.425604740674526e-07,"[0.7513591017478434, 0.7225763687759488, 0.7081850022900014, 0.7009893190470278, 0.697391477425541, 0.6955925566147976, 0.6946930962094259, 0.69424336600674, 0.6940185009053972, 0.6939060683547256, 0.6938498520793899, 0.693821743941722, 0.6938076898728881, 0.6938006628384712, 0.6937971493212627]","[0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542]"
13,0.0,3.3348070361034595e-07,"[0.37554462747119155, 0.36856725601524415, 0.3650785702872704, 0.36333422742328364, 0.36246205599129017, 0.3620259702752935, 0.36180792741729517, 0.36169890598829596, 0.3616443952737964, 0.36161713991654654, 0.36160351223792164, 0.36159669839860925, 0.361593291478953, 0.3615915880191249]","[0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968]"
14,0.0,3.1171743251463953e-07,"[0.6669878086220874, 0.6529553010493216, 0.6464789560355635, 0.6450613929118227, 0.6443526113499523, 0.6439982205690171, 0.6438210251785494, 0.6437324274833157, 0.6436881286356988, 0.6436659792118904, 0.6436549044999861, 0.643649367144034, 0.643646598466058, 0.6436452141270699]","[0.638922793476556, 0.638922793476556, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082]"
15,0.0,3.4296991373493984e-07,"[0.6996145160416404, 0.6634009001652516, 0.6452940922270572, 0.6362406882579601, 0.6318848047975603, 0.6310019666681761, 0.630560547603484, 0.630339838071138, 0.6302294833049649, 0.6301743059218784, 0.6301467172303352, 0.6301329228845636, 0.6301260257116778, 0.6301225771252348, 0.6301208528320134]","[0.6271872842888628, 0.6271872842888628, 0.6271872842888628, 0.6271872842888628, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919]"
16,0.0010001659393310547,3.1122894780880053e-07,"[0.7130200344575883, 0.7080416690371601, 0.7055524863269461, 0.704307894971839, 0.7036855992942854, 0.7033744514555088, 0.7032188775361203, 0.7031410905764262, 0.7031021970965791, 0.7030827503566555, 0.7030730269866937, 0.7030681653017128, 0.7030657344592224, 0.7030645190379772]","[0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732]"
17,0.0,0.05357165962144297,"[0.6555599736386419, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633, 0.6529342845347633]","[0.6465036943638882, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634]"
18,0.0009999275207519531,3.0704171421135293e-07,"[0.6334865025838755, 0.6025484955980547, 0.587258600989599, 0.5796136536853712, 0.5757911800332572, 0.5738799432072003, 0.5729243247941718, 0.5724465155876576, 0.5722076109844004, 0.5720881586827719, 0.5720284325319576, 0.5719985694565505, 0.5719836379188469, 0.5719761721499951]","[0.5192165501049865, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433]"
19,0.0009999275207519531,3.417550331431422e-07,"[0.7826255251958814, 0.7781438245771752, 0.7759029742678222, 0.7747825491131457, 0.7742223365358073, 0.7739422302471382, 0.7738021771028036, 0.7737321505306364, 0.7736971372445527, 0.7736796306015108, 0.77367087727999, 0.7736665006192295, 0.7736643122888492, 0.7736632181236591, 0.7736626710410641]","[0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691]"
20,0.0,0.050809770130670034,"[0.830217851411594, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976]","[0.8038807392773192, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976, 0.8186146834044976]"
21,0.0,3.3312075018395076e-07,"[0.6794316735624126, 0.6415460069533587, 0.6226031736488318, 0.6131317569965682, 0.6083960486704365, 0.6060281945073707, 0.6048442674258376, 0.6042670398872796, 0.6041182044601908, 0.6040437867466464, 0.6040065778898742, 0.6039879734614881, 0.603978671247295, 0.6039740201401985, 0.6039716945866502]","[0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019, 0.6039693690331019]"
22,0.0,2.773772511888135e-07,"[0.5950190259248465, 0.5884516590248767, 0.5862262493442726, 0.5851135445039705, 0.5845571920838194, 0.584279015873744, 0.5841399277687062, 0.5840703837161874, 0.5840356116899278, 0.5840182256767981, 0.5840095326702333, 0.5840051861669509, 0.5840030129153095, 0.584001926289489]","[0.5726855645489174, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684, 0.5840008396636684]"
23,0.0,3.564088390770613e-07,"[0.723922367409014, 0.7060418173275098, 0.7031536278034701, 0.7017095330414502, 0.7009874856604402, 0.7006264619699353, 0.7004459501246828, 0.7003556942020567, 0.7003105662407436, 0.7002880022600869, 0.7002767202697586, 0.7002710792745945, 0.7002682587770124, 0.7002668485282214, 0.7002661434038259]","[0.6612640410199914, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303, 0.7002654382794303]"
24,0.0,0.0185185244272352,"[0.6021620320601506, 0.589749326455016, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027615, 0.5870423119027615, 0.5870423119027615]","[0.5457819777950649, 0.5777216391767104, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616]"
25,0.0010001659393310547,2.622448971679793e-07,"[0.5836018051482312, 0.5737628750689904, 0.56884341002937, 0.5663836775095598, 0.5651538112496547, 0.5645388781197022, 0.5642314115547258, 0.5640776782722376, 0.5640008116309936, 0.5639623783103717, 0.5639431616500605, 0.563933553319905, 0.5639287491548273, 0.5639263470722884]","[0.5639239449897495, 0.5639239449897495, 0.5639239449897495, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496, 0.5639239449897496]"
26,0.0,3.166897733375748e-07,"[0.6767869428877855, 0.6510283558183443, 0.6415202776395204, 0.6401269611721687, 0.6394303029384929, 0.6390819738216551, 0.6389078092632362, 0.6388207269840267, 0.638777185844422, 0.6387554152746195, 0.6387445299897184, 0.6387390873472678, 0.6387363660260426, 0.6387350053654299, 0.6387343250351236]","[0.625269768748903, 0.625269768748903, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173, 0.6387336447048173]"
27,0.0,4.726887829365428e-07,"[0.5056335418198316, 0.4812402881902741, 0.47177176945285015, 0.46921402162694914, 0.4679351477139987, 0.4672957107575234, 0.4669759922792858, 0.466816133040167, 0.4667362034206075, 0.4666962386108279, 0.46667625620593806, 0.4666662650034931, 0.4666612694022707, 0.46665877160165947]","[0.4568470345607166, 0.4568470345607166, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824, 0.46665627380104824]"
28,0.0,2.538402147717952e-07,"[0.5412576039642085, 0.5271419935444311, 0.5200841883345424, 0.5165552857295981, 0.5147908344271258, 0.5139086087758896, 0.5134674959502716, 0.5132469395374626, 0.5131366613310582, 0.5130815222278559, 0.5130539526762548, 0.5130401679004541, 0.513033275512554, 0.5130298293186037]","[0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537, 0.5130263831246537]"
29,0.0,3.637338119161694e-07,"[0.7508445543706664, 0.7184896988174817, 0.7023122710408893, 0.6942235571525932, 0.6901792002084451, 0.688157021736371, 0.6871459325003341, 0.6866403878823155, 0.6863876155733064, 0.6862612294188017, 0.6861980363415493, 0.6861664398029232, 0.68615064153361, 0.6861427423989536, 0.6861387928316253]","[0.686134843264297, 0.686134843264297, 0.686134843264297, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971, 0.6861348432642971]"
30,0.0,4.814248913664867e-07,"[0.5275712431650681, 0.4930905796827969, 0.48155355226711405, 0.478923539429086, 0.477608533010072, 0.4769510298005649, 0.4766222781958115, 0.4764579023934347, 0.4763757144922463, 0.4763346205416522, 0.476314073566355, 0.4763038000787065, 0.47629866333488224, 0.47629609496297004]","[0.4586099162005257, 0.4586099162005257, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795, 0.47629352659105795]"
31,0.0,3.456785915057622e-07,"[0.7328444944260021, 0.7181293774825386, 0.7107718190108068, 0.7070930397749409, 0.7052536501570079, 0.7043339553480414, 0.7038741079435582, 0.7036441842413166, 0.7035292223901959, 0.7034717414646354, 0.7034430010018552, 0.7034286307704651, 0.70342144565477, 0.7034178530969226, 0.7034160568179988]","[0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751, 0.7034142605390751]"
32,0.0,3.2012271810974164e-07,"[0.7067362921418674, 0.6923665408336837, 0.6851816651795918, 0.6815892273525457, 0.6797930084390227, 0.6788948989822612, 0.6784458442538805, 0.6782213168896902, 0.6781090532075951, 0.6780529213665474, 0.6780248554460235, 0.6780108224857617, 0.6780038060056308, 0.6780002977655653, 0.6779985436455325]","[0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999, 0.6779967895254999]"
33,0.0,0.013914671755349212,"[0.7452680031021295, 0.7304739135339847, 0.7276050157337868, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671]","[0.7129589260542307, 0.7247361179335887, 0.7247361179335887, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671]"
34,0.0,2.5631478027284405e-07,"[0.5342638949144974, 0.48838058735318185, 0.4677305941116733, 0.46479668122406087, 0.4633708795852187, 0.4626579787657976, 0.46230152835608707, 0.46212330315123185, 0.46203419054880424, 0.4619896342475904, 0.4619673560969835, 0.46195621702168, 0.46195064748402836, 0.4619478627152025]","[0.44249727979186615, 0.44249727979186615, 0.4560447146098478, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765, 0.4619450779463765]"
35,0.0,3.2885424710931673e-07,"[0.7243094640117604, 0.7027146458822155, 0.6919172368174431, 0.6865185322850567, 0.6838191800188635, 0.6824695038857671, 0.6817946658192188, 0.6814572467859447, 0.6812885372693076, 0.6812041825109889, 0.6811620051318298, 0.6811409164422502, 0.6811303720974603, 0.6811250999250654, 0.681122463838868]","[0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705]"
36,0.0,3.2743716706693526e-07,"[0.7241882290805468, 0.7136048611858065, 0.710754535811372, 0.7093293731241547, 0.7086167917805459, 0.7082605011087417, 0.7080823557728396, 0.7079932831048884, 0.707948746770913, 0.7079264786039252, 0.7079153445204313, 0.7079097774786843, 0.7079069939578109, 0.7079056021973742, 0.7079049063171557]","[0.6749750933601103, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374, 0.7079042104369374]"
37,0.0,3.6678135174448927e-07,"[0.8031050119167276, 0.7503082469832787, 0.7239098645165544, 0.7119886205683477, 0.7090644200424197, 0.7076023197794558, 0.7068712696479738, 0.7065057445822327, 0.7063229820493622, 0.706231600782927, 0.7061859101497093, 0.7061630648331005, 0.7061516421747962, 0.7061459308456439, 0.7061430751810678]","[0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916]"
38,0.0,3.54925370000019e-07,"[0.7127799868335984, 0.7034550797113148, 0.700202675473401, 0.6985764733544442, 0.6977633722949657, 0.6973568217652265, 0.6971535465003569, 0.6970519088679221, 0.6970010900517046, 0.6969756806435959, 0.6969629759395416, 0.6969566235875144, 0.6969534474115009, 0.6969518593234941, 0.6969510652794908]","[0.6800728123544816, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874, 0.6969502712354874]"
39,0.0,0.004085285296301638,"[0.7876862810352622, 0.7744205982888679, 0.7712883013470152, 0.7697221528760889, 0.7689390786406258, 0.7688453773380568, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566, 0.7688453773380566]","[0.7579944274509998, 0.7681560044051627, 0.7681560044051627, 0.7681560044051627, 0.7681560044051627, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568]"
40,0.0,3.296420261739363e-07,"[0.6900480568624663, 0.6595871028650518, 0.6513180600663093, 0.647183538666938, 0.6451162779672523, 0.6440826476174095, 0.6435658324424882, 0.6433074248550275, 0.6431782210612972, 0.643113619164432, 0.6430813182159993, 0.6430651677417831, 0.643057092504675, 0.643053054886121, 0.6430510360768438]","[0.6215181021644299, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668, 0.6430490172675668]"
41,0.0,3.676342783329062e-07,"[0.7962492367656732, 0.7780002087238629, 0.7688756947029576, 0.7643134376925049, 0.7620323091872787, 0.7608917449346656, 0.7603214628083589, 0.7600363217452057, 0.759893751213629, 0.7598224659478408, 0.7597868233149465, 0.7597690019984994, 0.759760091340276, 0.7597556360111641, 0.7597534083466082]","[0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524, 0.7597511806820524]"
42,0.0,2.731665838867368e-07,"[0.2966892629231095, 0.283455744825843, 0.2775240988911702, 0.27455827592383375, 0.27307536444016556, 0.27233390869833146, 0.2719631808274144, 0.2717778168919559, 0.27168513492422663, 0.271638793940362, 0.2716156234484297, 0.27160403820246354, 0.2715982455794804]","[0.2557855016505, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737]"
43,0.0,3.4746689385114575e-07,"[0.7416545654433968, 0.7213872652467994, 0.7149619899018324, 0.7136561492540343, 0.7130032289301353, 0.7126767687681858, 0.712513538687211, 0.7124319236467237, 0.71239111612648, 0.7123707123663582, 0.7123605104862971, 0.7123554095462666, 0.7123528590762516, 0.7123515838412439, 0.7123509462237401]","[0.6813464540830511, 0.7082122162560274, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363, 0.7123503086062363]"
44,0.0,2.649097064648661e-07,"[0.5669516305425453, 0.5612149281811227, 0.5585547880516908, 0.5572247179869749, 0.556559682954617, 0.5562271654384379, 0.5560609066803484, 0.5559777773013037, 0.5559362126117814, 0.5559154302670202, 0.5559050390946396, 0.5558998435084492, 0.5558972457153541, 0.5558959468188065]","[0.5416299811474099, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259, 0.555894647922259]"
