Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
11,0.006999969482421875,"[0.7891942153283343, 0.749982966116526, 0.749982966116526, 0.7339021378032031, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.7271778078529428, 0.7271778078529428, 0.7271778078529428, 0.7271778078529428, 0.7271778078529428, 0.7271778078529428, 0.7271778078529428]","[-inf, 0.0, 0.0, 0.0, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943]","[0.499988644077684, 0.749982966116526, 0.624985805097105, 0.6874843856068156, 0.7187336758616708, 0.7343583209890985, 0.7265459984253846, 0.7304521597072415, 0.7284990790663131, 0.7275225387458488, 0.7270342685856167, 0.7267901335055007, 0.7269122010455586, 0.7269732348155877, 0.7270037517006023, 0.7270190101431095, 0.7270266393643632]",0.727177807852943
12,0.003999948501586914,"[0.7914079210343848, 0.7496005420424954, 0.7496005420424954, 0.7376801752512354, 0.7306030324598172, 0.7306030324598172, 0.7293827854520811, 0.7293827854520811, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355]","[0.49973369469499695, 0.7496005420424954, 0.6246671183687462, 0.6871338302056208, 0.7183671861240581, 0.7339838640832768, 0.7261755251036675, 0.7300796945934721, 0.7281276098485698, 0.729103652221021, 0.7295916734072465, 0.7293476628141338, 0.7292256575175774, 0.7292866601658556, 0.7293171614899947, 0.7293324121520642, 0.729340037483099]",0.7293757264599355
13,0.002000093460083008,"[0.7893564484151451, 0.7498972225739634, 0.7491768805885451, 0.7311881106368847, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064]","[-inf, 0.0, 0.0, 0.0, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065]","[0.4999314817159756, 0.7498972225739634, 0.6249143521449695, 0.6874057873594664, 0.7186515049667149, 0.7342743637703392, 0.726462934368527, 0.722557219667621, 0.724510077018074, 0.7235336483428475, 0.7240218626804608, 0.7237777555116541, 0.7238998090960574, 0.7239608358882591, 0.7239913492843599, 0.7239760925863095, 0.7239684642372843]",0.7256771917419065
14,0.0,"[0.7825415688357044, 0.7495749417085225, 0.7436343298126777, 0.729233185138265, 0.7233178330066677, 0.7233178330066677, 0.7233178330066677, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012]","[0.4997166278056816, 0.7495749417085225, 0.6246457847571021, 0.6871103632328123, 0.7183426524706673, 0.7339587970895949, 0.7261507247801311, 0.7222466886253992, 0.7241987067027651, 0.7232226976640821, 0.7237107021834236, 0.7234666999237529, 0.7233446987939175, 0.7232836982289998, 0.723253197946541, 0.7232379478053115, 0.7232303227346968]",0.7232361962066012
15,0.0,"[0.7805538409098749, 0.7497413008822787, 0.7396595736775471, 0.7264529425357247, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214]","[-inf, 0.0, 0.0, 0.0, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215]","[0.4998275339215192, 0.7497413008822787, 0.6247844174018989, 0.6872628591420888, 0.7185020800121837, 0.7341216904472312, 0.7263118852297075, 0.7224069826209456, 0.7204545313165647, 0.7214307569687551, 0.7219188697948504, 0.722162926207898, 0.7222849544144219, 0.7222239403111599, 0.7222544473627909, 0.7222697008886063, 0.7222773276515141]",0.7236879062366215
16,0.005000114440917969,"[0.786949281113874, 0.7499351729399303, 0.745916322501245, 0.7282314380546037, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.7253862726768889, 0.7253862726768889]","[-inf, 0.0, 0.0, 0.0, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889]","[0.4999567819599535, 0.7499351729399303, 0.624945977449942, 0.6874405751949362, 0.7186878740674332, 0.7343115235036817, 0.7264996987855574, 0.7225937864264953, 0.7245467426060264, 0.7255232206957919, 0.7250349816509092, 0.7252791011733506, 0.7254011609345712, 0.7253401310539609, 0.725370645994266, 0.7253859034644186, 0.7253782747293422]",0.725386272676889
17,0.005000114440917969,"[0.7905830041315901, 0.7497352556023187, 0.7497352556023187, 0.7328508087210222, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924]","[-inf, 0.0, 0.0, 0.0, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924]","[0.4998235037348791, 0.7497352556023187, 0.6247793796685989, 0.6872573176354588, 0.7184962866188888, 0.7341157711106037, 0.7263060288647463, 0.730210899987675, 0.7282584644262107, 0.7292346822069429, 0.7287465733165768, 0.7289906277617598, 0.7291126549843514, 0.7291736685956471, 0.729204175401295, 0.7292194288041189, 0.7292270555055309]",0.729687475261924
18,0.0,"[0.7891679812119522, 0.7496672217554043, 0.7488978401490087, 0.7307621728817496, 0.7231747401859419, 0.7231747401859419, 0.7231747401859419, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.7225504677477109, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109]","[0.49977814783693625, 0.7496672217554043, 0.6247226847961703, 0.6871949532757873, 0.7184310875155958, 0.7340491546355001, 0.726240121075548, 0.722335604295572, 0.72428786268556, 0.723311733490566, 0.7228236688930689, 0.7225796365943205, 0.7224576204449462, 0.7225186285196333, 0.7225491325569768, 0.722533880538305, 0.7225415065476409]",0.7225504677477109
19,0.013000011444091797,"[0.7881749041903386, 0.749927682663929, 0.7476883308216432, 0.7324411461389059, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504]","[-inf, 0.0, 0.0, 0.0, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504]","[0.4999517884426193, 0.749927682663929, 0.6249397355532741, 0.6874337091086016, 0.7186806958862653, 0.7030572024974334, 0.7108689491918494, 0.7069630758446415, 0.7089160125182454, 0.7098924808550474, 0.7103807150234485, 0.7106248321076489, 0.7107468906497492, 0.710685861378699, 0.7107163760142241, 0.7107011186964616, 0.7106934900375803]",0.7285594724364504
20,0.016000032424926758,"[0.7844260777817819, 0.7499480239528825, 0.7432062385294801, 0.7286191254859575, 0.7257899244781673, 0.7257899244781673, 0.7257899244781673, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671]","[-inf, 0.0, 0.0, 0.0, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671]","[0.49996534930192166, 0.7499480239528825, 0.6249566866274021, 0.6874523552901424, 0.7187001896215124, 0.7343241067871975, 0.726512148204355, 0.7226061689129337, 0.7245591585586444, 0.7255356533814996, 0.7260239007929272, 0.7257797770872134, 0.7259018389400703, 0.7258408080136418, 0.7258102925504276, 0.7257950348188205, 0.7257874059530169]",0.7257899244781671
21,0.0,"[0.7839039291504917, 0.7494604309007142, 0.7436605085720545, 0.7265189031043501, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025]","[-inf, 0.0, 0.0, 0.0, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025]","[0.4996402872671428, 0.7494604309007142, 0.6245503590839285, 0.6870053949923214, 0.7182329129465178, 0.7338466719236161, 0.726039792435067, 0.7221363526907925, 0.7240880725629297, 0.7231122126268611, 0.7226242826588267, 0.7223803176748096, 0.7225023001668182, 0.7225632914128224, 0.7225937870358246, 0.7226090348473256, 0.7226166587530762]",0.7226332866402025
22,0.00800013542175293,"[0.7899266687951232, 0.7498272631381394, 0.748657788683003, 0.7308784562020068, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072]","[-inf, 0.0, 0.0, 0.0, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073]","[0.49988484209209294, 0.7498272631381394, 0.6248560526151161, 0.6873416578766278, 0.7185844605073837, 0.7342058618227616, 0.7263951611650726, 0.7224898108362281, 0.7205371356718059, 0.7215134732540169, 0.7220016420451225, 0.7222457264406753, 0.7223677686384518, 0.7224287897373399, 0.7224593002867841, 0.7224745555615061, 0.722482183198867]",0.7254357356190073
23,0.003000020980834961,"[0.7850321611381067, 0.7496010621587683, 0.7449029642503326, 0.7295197000000833, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412]","[-inf, 0.0, 0.0, 0.0, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412]","[0.4997340414391789, 0.7496010621587683, 0.6246675517989736, 0.6871343069788709, 0.7183676845688196, 0.733984373363794, 0.7261760289663068, 0.7222718567675632, 0.724223942866935, 0.7232478998172491, 0.7237359213420921, 0.7239799321045135, 0.7238579267233027, 0.7239189294139081, 0.7239494307592108, 0.7239341800865595, 0.7239265547502338]",0.7239425106237412
24,0.0,"[0.7855153165891868, 0.7494613599958951, 0.7446088551125406, 0.7271141919333104, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.721050106845296, 0.721050106845296, 0.721050106845296, 0.721050106845296, 0.721050106845296, 0.721050106845296]","[-inf, 0.0, 0.0, 0.0, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961]","[0.4996409066639301, 0.7494613599958951, 0.6245511333299126, 0.6870062466629039, 0.7182338033293996, 0.7338475816626473, 0.7260406924960234, 0.7221372479127115, 0.7201855256210555, 0.7211613867668836, 0.7206734561939696, 0.7209174214804266, 0.7207954388371981, 0.7208564301588123, 0.7208869258196194, 0.7208716779892159, 0.7208793019044177]",0.7210501068452961
25,0.011999845504760742,"[0.7828741528407032, 0.7492402759619307, 0.7414564824247287, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834, 0.7277341053550834]","[-inf, 0.0, 0.0, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835]","[0.49949351730795377, 0.7492402759619307, 0.6243668966349423, 0.6868035862984365, 0.7180219311301836, 0.7336311035460572, 0.7258265173381204, 0.7297288104420888, 0.7277776638901046, 0.7268020906141125, 0.7272898772521086, 0.7275337705711066, 0.7276557172306055, 0.727716690560355, 0.7277471772252297, 0.7277319338927923, 0.7277243122265737]",0.7277341053550835
26,0.003000020980834961,"[0.786653498183045, 0.7496650816949664, 0.7465807166702253, 0.7299764948566828, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183]","[-inf, 0.0, 0.0, 0.0, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183]","[0.4997767211299776, 0.7496650816949664, 0.6247209014124719, 0.6871929915537192, 0.7184290366243428, 0.7340470591596546, 0.7262380478919988, 0.7301425535258267, 0.7281903007089128, 0.7272141743004558, 0.7267261110962273, 0.726482079494113, 0.7266040952951702, 0.7266651031956988, 0.726695607145963, 0.726680355170831, 0.7266727291832649]",0.7266778470273183
27,0.0,"[0.790156088064496, 0.7497097775651943, 0.7497097775651943, 0.7362474423694206, 0.7294983376896838, 0.7294983376896838, 0.7292797507693822, 0.7292797507693822, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821, 0.7292797507693821]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822]","[0.4998065183767962, 0.7497097775651943, 0.6247581479709953, 0.6872339627680948, 0.7184718701666446, 0.7340908238659194, 0.726281347016282, 0.7301860854411006, 0.7282337162286914, 0.7272575316224867, 0.7277456239255891, 0.7279896700771402, 0.7281116931529158, 0.7280506816150281, 0.7280811873839719, 0.7280964402684438, 0.7281040667106797]",0.7292797507693822
